"","Group","Continent","Name","Acronym","System","Climate","Animal_class","GLEAM_module","Intervention","Baseline","Scenario_lower","Scenario_lower.1","Notes"
"187","Low potential","EUROPE","N.Europe","NEU","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"188","Low potential","EUROPE","N.Europe","NEU","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"189","Low potential","EUROPE","N.Europe","NEU","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"190","Low potential","EUROPE","N.Europe","NEU","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"191","Low potential","EUROPE","N.Europe","NEU","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"192","Low potential","EUROPE","N.Europe","NEU","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"193","Low potential","EUROPE","N.Europe","NEU","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"194","Low potential","EUROPE","N.Europe","NEU","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"195","Low potential","EUROPE","N.Europe","NEU","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"196","Low potential","EUROPE","N.Europe","NEU","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"197","Low potential","EUROPE","N.Europe","NEU","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"198","Low potential","EUROPE","N.Europe","NEU","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"199","Low potential","EUROPE","N.Europe","NEU","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"200","Low potential","EUROPE","N.Europe","NEU","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"201","Low potential","EUROPE","N.Europe","NEU","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"202","Low potential","EUROPE","N.Europe","NEU","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"203","Low potential","EUROPE","N.Europe","NEU","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"204","Low potential","EUROPE","N.Europe","NEU","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"205","Low potential","EUROPE","N.Europe","NEU","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"206","Low potential","EUROPE","N.Europe","NEU","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"207","Low potential","EUROPE","N.Europe","NEU","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"208","Low potential","EUROPE","N.Europe","NEU","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"209","Low potential","EUROPE","N.Europe","NEU","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"210","Low potential","EUROPE","N.Europe","NEU","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"211","Low potential","EUROPE","West&Central-Europe","WCE","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"212","Low potential","EUROPE","West&Central-Europe","WCE","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"213","Low potential","EUROPE","West&Central-Europe","WCE","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"214","Low potential","EUROPE","West&Central-Europe","WCE","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"215","Low potential","EUROPE","West&Central-Europe","WCE","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"216","Low potential","EUROPE","West&Central-Europe","WCE","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"217","Low potential","EUROPE","West&Central-Europe","WCE","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"218","Low potential","EUROPE","West&Central-Europe","WCE","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"219","Low potential","EUROPE","West&Central-Europe","WCE","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"220","Low potential","EUROPE","West&Central-Europe","WCE","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"221","Low potential","EUROPE","West&Central-Europe","WCE","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"222","Low potential","EUROPE","West&Central-Europe","WCE","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"223","Low potential","EUROPE","West&Central-Europe","WCE","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"224","Low potential","EUROPE","West&Central-Europe","WCE","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"225","Low potential","EUROPE","West&Central-Europe","WCE","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"226","Low potential","EUROPE","West&Central-Europe","WCE","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"227","Low potential","EUROPE","West&Central-Europe","WCE","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"228","Low potential","EUROPE","West&Central-Europe","WCE","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"229","Low potential","EUROPE","West&Central-Europe","WCE","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"230","Low potential","EUROPE","West&Central-Europe","WCE","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"231","Low potential","EUROPE","West&Central-Europe","WCE","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"232","Low potential","EUROPE","West&Central-Europe","WCE","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"233","Low potential","EUROPE","West&Central-Europe","WCE","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"234","Low potential","EUROPE","West&Central-Europe","WCE","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"235","Low potential","EUROPE","West&Central-Europe","WCE","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"236","Low potential","EUROPE","West&Central-Europe","WCE","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"237","Low potential","EUROPE","West&Central-Europe","WCE","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"238","Low potential","EUROPE","West&Central-Europe","WCE","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"239","Low potential","EUROPE","West&Central-Europe","WCE","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"240","Low potential","EUROPE","West&Central-Europe","WCE","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"241","Low potential","EUROPE","E.Europe","EEU","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"242","Low potential","EUROPE","E.Europe","EEU","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"243","Low potential","EUROPE","E.Europe","EEU","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"244","Low potential","EUROPE","E.Europe","EEU","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"245","Low potential","EUROPE","E.Europe","EEU","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"246","Low potential","EUROPE","E.Europe","EEU","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"247","Low potential","EUROPE","E.Europe","EEU","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"248","Low potential","EUROPE","E.Europe","EEU","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"249","Low potential","EUROPE","E.Europe","EEU","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"250","Low potential","EUROPE","E.Europe","EEU","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"251","Low potential","EUROPE","E.Europe","EEU","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"252","Low potential","EUROPE","E.Europe","EEU","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"253","Low potential","EUROPE","E.Europe","EEU","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"254","Low potential","EUROPE","E.Europe","EEU","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"255","Low potential","EUROPE","E.Europe","EEU","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"256","Low potential","EUROPE","E.Europe","EEU","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"257","Low potential","EUROPE","E.Europe","EEU","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"258","Low potential","EUROPE","E.Europe","EEU","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"259","Low potential","EUROPE","E.Europe","EEU","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"260","Low potential","EUROPE","E.Europe","EEU","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"261","Low potential","EUROPE","E.Europe","EEU","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"262","Low potential","EUROPE","E.Europe","EEU","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"263","Low potential","EUROPE","E.Europe","EEU","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"264","Low potential","EUROPE","E.Europe","EEU","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"265","Low potential","EUROPE","E.Europe","EEU","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"266","Low potential","EUROPE","E.Europe","EEU","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"267","Low potential","EUROPE","E.Europe","EEU","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"268","Low potential","EUROPE","E.Europe","EEU","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"269","Low potential","EUROPE","E.Europe","EEU","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"270","Low potential","EUROPE","E.Europe","EEU","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"271","Low potential","ASIA","Russian-Arctic","RAR","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"272","Low potential","ASIA","Russian-Arctic","RAR","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"273","Low potential","ASIA","Russian-Arctic","RAR","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"274","Low potential","ASIA","Russian-Arctic","RAR","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"275","Low potential","ASIA","Russian-Arctic","RAR","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"276","Low potential","ASIA","Russian-Arctic","RAR","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"277","Low potential","ASIA","Russian-Arctic","RAR","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"278","Low potential","ASIA","Russian-Arctic","RAR","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"279","Low potential","ASIA","Russian-Arctic","RAR","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"280","Low potential","ASIA","Russian-Arctic","RAR","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"281","Low potential","ASIA","Russian-Arctic","RAR","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"282","Low potential","ASIA","Russian-Arctic","RAR","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"283","Low potential","ASIA","Russian-Arctic","RAR","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"284","Low potential","ASIA","Russian-Arctic","RAR","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"285","Low potential","ASIA","Russian-Arctic","RAR","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"286","Low potential","ASIA","Russian-Arctic","RAR","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"287","Low potential","ASIA","Russian-Arctic","RAR","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"288","Low potential","ASIA","Russian-Arctic","RAR","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"289","Low potential","ASIA","Russian-Arctic","RAR","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"290","Low potential","ASIA","Russian-Arctic","RAR","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"291","Low potential","ASIA","Russian-Arctic","RAR","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"292","Low potential","ASIA","Russian-Arctic","RAR","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"293","Low potential","ASIA","Russian-Arctic","RAR","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"294","Low potential","ASIA","Russian-Arctic","RAR","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"295","Low potential","ASIA","Russian-Arctic","RAR","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"296","Low potential","ASIA","Russian-Arctic","RAR","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"297","Low potential","ASIA","Russian-Arctic","RAR","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"298","Low potential","ASIA","Russian-Arctic","RAR","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"299","Low potential","ASIA","Russian-Arctic","RAR","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"300","Low potential","ASIA","Russian-Arctic","RAR","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"301","Low potential","ASIA","W.Siberia","WSB","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"302","Low potential","ASIA","W.Siberia","WSB","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"303","Low potential","ASIA","W.Siberia","WSB","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"304","Low potential","ASIA","W.Siberia","WSB","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"305","Low potential","ASIA","W.Siberia","WSB","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"306","Low potential","ASIA","W.Siberia","WSB","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"307","Low potential","ASIA","W.Siberia","WSB","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"308","Low potential","ASIA","W.Siberia","WSB","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"309","Low potential","ASIA","W.Siberia","WSB","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"310","Low potential","ASIA","W.Siberia","WSB","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"311","Low potential","ASIA","W.Siberia","WSB","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"312","Low potential","ASIA","W.Siberia","WSB","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"313","Low potential","ASIA","W.Siberia","WSB","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"314","Low potential","ASIA","W.Siberia","WSB","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"315","Low potential","ASIA","W.Siberia","WSB","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"316","Low potential","ASIA","W.Siberia","WSB","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"317","Low potential","ASIA","W.Siberia","WSB","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"318","Low potential","ASIA","W.Siberia","WSB","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"319","Low potential","ASIA","W.Siberia","WSB","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"320","Low potential","ASIA","W.Siberia","WSB","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"321","Low potential","ASIA","W.Siberia","WSB","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"322","Low potential","ASIA","W.Siberia","WSB","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"323","Low potential","ASIA","W.Siberia","WSB","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"324","Low potential","ASIA","W.Siberia","WSB","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"325","Low potential","ASIA","W.Siberia","WSB","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"326","Low potential","ASIA","W.Siberia","WSB","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"327","Low potential","ASIA","W.Siberia","WSB","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"328","Low potential","ASIA","W.Siberia","WSB","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"329","Low potential","ASIA","W.Siberia","WSB","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"330","Low potential","ASIA","W.Siberia","WSB","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"331","Low potential","ASIA","E.Siberia","ESB","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"332","Low potential","ASIA","E.Siberia","ESB","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"333","Low potential","ASIA","E.Siberia","ESB","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"334","Low potential","ASIA","E.Siberia","ESB","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"335","Low potential","ASIA","E.Siberia","ESB","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"336","Low potential","ASIA","E.Siberia","ESB","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"337","Low potential","ASIA","E.Siberia","ESB","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"338","Low potential","ASIA","E.Siberia","ESB","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"339","Low potential","ASIA","E.Siberia","ESB","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"340","Low potential","ASIA","E.Siberia","ESB","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"341","Low potential","ASIA","E.Siberia","ESB","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"342","Low potential","ASIA","E.Siberia","ESB","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"343","Low potential","ASIA","E.Siberia","ESB","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"344","Low potential","ASIA","E.Siberia","ESB","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"345","Low potential","ASIA","E.Siberia","ESB","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"346","Low potential","ASIA","E.Siberia","ESB","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"347","Low potential","ASIA","E.Siberia","ESB","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"348","Low potential","ASIA","E.Siberia","ESB","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"349","Low potential","ASIA","E.Siberia","ESB","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"350","Low potential","ASIA","E.Siberia","ESB","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"351","Low potential","ASIA","E.Siberia","ESB","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"352","Low potential","ASIA","E.Siberia","ESB","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"353","Low potential","ASIA","E.Siberia","ESB","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"354","Low potential","ASIA","E.Siberia","ESB","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"355","Low potential","ASIA","E.Siberia","ESB","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"356","Low potential","ASIA","E.Siberia","ESB","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"357","Low potential","ASIA","E.Siberia","ESB","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"358","Low potential","ASIA","E.Siberia","ESB","Pigs","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"359","Low potential","ASIA","E.Siberia","ESB","Pigs","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"360","Low potential","ASIA","E.Siberia","ESB","Pigs","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"361","Low potential","ASIA","Russian-Far-East","RFE","Mixed dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"362","Low potential","ASIA","Russian-Far-East","RFE","Mixed dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"363","Low potential","ASIA","Russian-Far-East","RFE","Mixed dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"364","Low potential","ASIA","Russian-Far-East","RFE","Mixed dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"365","Low potential","ASIA","Russian-Far-East","RFE","Mixed dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"366","Low potential","ASIA","Russian-Far-East","RFE","Mixed dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"367","Low potential","ASIA","Russian-Far-East","RFE","Specialised dairy","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"368","Low potential","ASIA","Russian-Far-East","RFE","Specialised dairy","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"369","Low potential","ASIA","Russian-Far-East","RFE","Specialised dairy","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"370","Low potential","ASIA","Russian-Far-East","RFE","Specialised dairy","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"371","Low potential","ASIA","Russian-Far-East","RFE","Specialised dairy","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"372","Low potential","ASIA","Russian-Far-East","RFE","Specialised dairy","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"373","Low potential","ASIA","Russian-Far-East","RFE","Specialised beef","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"374","Low potential","ASIA","Russian-Far-East","RFE","Specialised beef","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"375","Low potential","ASIA","Russian-Far-East","RFE","Specialised beef","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"376","Low potential","ASIA","Russian-Far-East","RFE","Specialised beef","Humid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"377","Low potential","ASIA","Russian-Far-East","RFE","Specialised beef","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"378","Low potential","ASIA","Russian-Far-East","RFE","Specialised beef","Temperate","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"379","Low potential","ASIA","Russian-Far-East","RFE","Sheep","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"380","Low potential","ASIA","Russian-Far-East","RFE","Sheep","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"381","Low potential","ASIA","Russian-Far-East","RFE","Sheep","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"382","Low potential","ASIA","Russian-Far-East","RFE","Goats","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"383","Low potential","ASIA","Russian-Far-East","RFE","Goats","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"384","Low potential","ASIA","Russian-Far-East","RFE","Goats","Temperate","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"385","Low potential","ASIA","Russian-Far-East","RFE","Pigs","Arid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
"386","Low potential","ASIA","Russian-Far-East","RFE","Pigs","Arid","Herd","Manure","Adoption of anaerobic digesters (%)",NA,NA,NA,NA
"387","Low potential","ASIA","Russian-Far-East","RFE","Pigs","Humid","Herd","System","Reduced embodied feed emissions",NA,NA,NA,NA
