,Group,Continent,Name,Acronym,System,Climate,Animal_class,GLEAM_module,Intervention,Baseline,Scenario_lower,Scenario_lower.1,Notes
723,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
724,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
725,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
726,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
727,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
728,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
729,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
730,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
731,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
732,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
733,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
734,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
735,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
736,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
737,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
738,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
739,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
740,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
741,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
742,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
743,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
744,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),14,11,8,
745,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
746,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,3.4,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
747,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),73,79,85,
748,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),6,4,2,
749,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),6,4,2,
750,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),15,11,8,
751,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
752,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),57,58,59,DE scenario is 1-3% improvement per pixel
753,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,3.5,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
754,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),69,80,90,
755,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),9,6,2,
756,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),9,6,2,
757,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),19,13,8,
758,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
759,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
760,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
761,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
762,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
763,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
764,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
765,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
766,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
767,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
768,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
769,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
770,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
771,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
772,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
773,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
774,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
775,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
776,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
777,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
778,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
779,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
780,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
781,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
782,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
783,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
784,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
785,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
786,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
787,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
788,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Humid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
789,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
790,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Does,Herd,Reduce age at first lambing,NA,NA,NA,
791,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Does,Herd,Increased fertility rate (%),NA,NA,NA,
792,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Female kids,Herd,Mortality rate (%),NA,NA,NA,
793,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Male kids,Herd,Mortality rate (%),NA,NA,NA,
794,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Goats,Temperate,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
795,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
796,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
797,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
798,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
799,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
800,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
801,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
802,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,piglet,Herd,Reduced weaning age,NA,NA,NA,
803,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
804,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
805,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
806,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
807,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
808,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
809,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
810,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
811,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
812,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
813,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
814,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
815,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,piglet,Herd,Reduced weaning age,NA,NA,NA,
816,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
817,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
818,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Replacement,Herd,Mortality rate (%),NA,NA,NA,
819,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Fattening,Herd,Mortality rate (%),NA,NA,NA,
820,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
821,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
822,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed N content (g N/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
823,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed available energy (kJ/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
824,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed digestible energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
825,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed metabolizable energy (kJ/ kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
826,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Feed,Feed Ei (kg CO2-eq/kg DM),NA,NA,NA,Increased by 50% of difference with 90th%ile in each region or agro-ecological zone
827,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Sow,Herd,Reduce age at first sowing,NA,NA,NA,
828,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,piglet,Herd,Reduced weaning age,NA,NA,NA,
829,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Female piglet,Herd,Mortality rate (%),NA,NA,NA,
830,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Male piglet,Herd,Mortality rate (%),NA,NA,NA,
831,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Replacement,Herd,Mortality rate (%),NA,NA,NA,
832,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Fattening,Herd,Mortality rate (%),NA,NA,NA,
833,High potential,SOUTH-AMERICA,S.W.South-America,SWS,Pigs,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
834,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
835,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
836,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
837,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
838,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
839,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
840,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
841,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Arid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
842,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
843,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
844,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
845,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Herd,Herd,Increase female to male ratio,NA,NA,NA,
846,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Female calves,Herd,Mortality rate (%),NA,NA,NA,
847,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Male calves,Herd,Mortality rate (%),NA,NA,NA,
848,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
849,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
850,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Milk cows,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
851,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Milk cows,Herd,Reduce age at first calving,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
852,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Herd,Herd,Reduce replacement rate (%),NA,NA,NA,
853,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Herd,Herd,Increase female to male ratio,NA,NA,NA,
854,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Female calves,Herd,Mortality rate (%),NA,NA,NA,
855,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Male calves,Herd,Mortality rate (%),NA,NA,NA,
856,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Non-calf,Herd,Mortality rate (%),NA,NA,NA,
857,High potential,SOUTH-AMERICA,S.E.South-America,SES,Mixed dairy,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
858,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
859,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Milk cows,Herd,Reduce age at first calving,3.1,3,2.7,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
860,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Herd,Herd,Increased fertility rate (%),74,79,85,
861,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Female calves,Herd,Mortality rate (%),9,6,2,
862,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Male calves,Herd,Mortality rate (%),9,6,2,
863,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Arid,Non-calf,Herd,Mortality rate (%),14,11,8,
864,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Herd,Feed,Increase average Digestible Energy (%),62,63,64,DE scenario is 1-3% improvement per pixel
865,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Milk cows,Herd,Reduce age at first calving,3.4,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
866,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Herd,Herd,Increased fertility rate (%),73,79,85,
867,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Female calves,Herd,Mortality rate (%),6,4,2,
868,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Male calves,Herd,Mortality rate (%),6,4,2,
869,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Non-calf,Herd,Mortality rate (%),15,11,8,
870,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Humid,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
871,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Herd,Feed,Increase average Digestible Energy (%),57,58,59,DE scenario is 1-3% improvement per pixel
872,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Milk cows,Herd,Reduce age at first calving,3.5,3.2,2.9,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
873,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Herd,Herd,Increased fertility rate (%),69,80,90,
874,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Female calves,Herd,Mortality rate (%),9,6,2,
875,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Male calves,Herd,Mortality rate (%),9,6,2,
876,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Non-calf,Herd,Mortality rate (%),19,13,8,
877,High potential,SOUTH-AMERICA,S.E.South-America,SES,Specialised beef,Temperate,Herd,Manure,Adoption of anaerobic digesters (%),NA,NA,NA,
878,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
879,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Arid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
880,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Arid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
881,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Arid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
882,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Arid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
883,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Arid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
884,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,DE scenario is 1-3% improvement per pixel
885,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Humid,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,Assumed 1% increase in digestibility will result in 4% decrease in age at first calving
886,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Humid,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
887,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Humid,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
888,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Humid,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
889,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Humid,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
890,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Temperate,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
891,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Temperate,Sheep,Herd,Reduce age at first lambing,NA,NA,NA,
892,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Temperate,Sheep,Herd,Increased fertility rate (%),NA,NA,NA,
893,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Temperate,Female lambs,Herd,Mortality rate (%),NA,NA,NA,
894,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Temperate,Male lambs,Herd,Mortality rate (%),NA,NA,NA,
895,High potential,SOUTH-AMERICA,S.E.South-America,SES,Sheep,Temperate,Non-lamb,Herd,Mortality rate (%),NA,NA,NA,
896,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Arid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
897,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Arid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
898,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Arid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
899,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Arid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
900,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Arid,Male kids,Herd,Mortality rate (%),NA,NA,NA,
901,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Arid,Non-kid,Herd,Mortality rate (%),NA,NA,NA,
902,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Humid,Herd,Feed,Increase average Digestible Energy (%),NA,NA,NA,
903,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Humid,Does,Herd,Reduce age at first lambing,NA,NA,NA,
904,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Humid,Does,Herd,Increased fertility rate (%),NA,NA,NA,
905,High potential,SOUTH-AMERICA,S.E.South-America,SES,Goats,Humid,Female kids,Herd,Mortality rate (%),NA,NA,NA,
